авторитет	0.14093865151473534
амбиция	0.1537253734899672
апостол	0.11065148631517034
благодарность	0.09377625919629089
блин	0.19931616378878753
блондин	0.022867397615709776
брат	0.20495735220024283
бригада	0.12004114490289988
веер	0.15248423161201854
век	0.14493515969526308
верховье	0.14575883859282593
возраст	0.16585321153816976
вызов	0.1238449446497016
головка	0.1210279711667281
грех	0.1540121529757103
дух	0.156594163657893
дядька	0.15138019253804144
дядя	0.12114765849961202
железо	0.17353548394559185
жесть	0.1669695190767027
живот	0.10579423434100749
заблуждение	0.14851873852831823
завод	0.11894310398453696
закладка	0.1632936562260267
земля	0.19553175322660013
издательство	0.06745147928702733
итальянец	0.07264200467515315
кабан	0.17242079754574902
карман	0.12422781856640565
крушение	0.10742733138260839
крыша	0.16094479050802218
кулиса	0.18652749567532065
лечение	0.08156854614901475
линейка	0.1912089255490052
лишение	0.012981877552986295
локоть	0.11177436250335668
лох	0.24306764701253544
любовник	0.15028191666775442
любовь	0.05356279751438577
маньяк	0.13815221057370808
монстр	0.12213792703120542
наволочка	0.1444802216385072
название	0.1663237962221177
наложение	0.022988951484885962
облако	0.18007220841793425
обоснование	0.11791810422802426
огонь	0.19077519059675427
памятник	0.16195235250127718
пафос	0.10664356421686708
писк	0.14478357468965028
план	0.18921148533264515
поколение	0.11429205630612323
половинка	0.10920969846960712
полоса	0.17755151077152478
полость	0.14109176132250775
полукруг	0.08085581668945759
помощник	0.07835480469250974
понедельник	0.037661446486303866
поставщик	0.15251003580196945
поэзия	0.15327405104709313
правда	0.1709978392068938
предательство	0.008512105587300032
прецедент	0.07416435834324804
пролетарий	0.1843981954846237
промышленность	0.06827658925763719
проникновение	0.02398771590476952
прорыв	0.158827938516299
путь	0.13898820678159574
радикал	0.18774628635039703
размышление	0.052224955684065266
ранец	0.1661299229439083
расчет	0.15065620067280092
риторика	0.17009554949132547
роспись	0.16818768837566975
сверстник	0.03960141729378344
связка	0.18297364279745368
собрат	0.1788345656261794
совершенство	0.1323590142078537
советчик	0.14126253667571922
союзник	0.10206685272008112
список	0.18298487340444708
спутник	0.18963577465769033
ссылка	0.18780630483912927
стена	0.20351131017748045
стипендия	0.11143808560987248
стол	0.17564788703528375
тачка	0.1519491708549291
тупик	0.14596316520595667
увольнение	0.08350922172966234
углеводород	0.14773107755837528
удобство	0.15940687642965187
уклад	0.14005220716291084
университет	0.10250172288819151
установление	0.04157732860888173
фаворит	0.1706166900135154
формат	0.1883566354971244
формула	0.06959716986469552
хозяйка	0.07075684487907992
хор	0.1633806736457556
хрен	0.14569012016177957
цензура	0.05624427507041935
центр	0.14295815883680704
цифра	0.1828181189455385
частица	0.1723742949174806
чек	0.18262065701023736
четверть	0.14891078161921065
штаб	0.1354610874898281
эшелон	0.16531779698441904
юбилей	0.07973578507718447
ядро	0.16473663960782078
ясли	0.15599712080038058
