Syden	0.04942011833190918	863
bank	0.0009703636169433594	2000
bystyrerepresentant	0.016326189041137695	1020
driftsregnskap	0.02598661184310913	131
fane	0.04912376403808594	264
fjær	0.05435365438461304	1023
innstilling	0.037675321102142334	2000
kanal	0.05716949701309204	1881
kjøpepress	0.016001462936401367	277
kode	0.028847992420196533	1681
kohort	0.02146732807159424	144
kreft	0.00820237398147583	1294
mappe	0.019179940223693848	349
melding	0.014957249164581299	2000
melk	0.0009356141090393066	1362
moment	0.00992584228515625	2000
mus	0.03775227069854736	1039
nett	0.16029202938079834	2000
oppvarming	0.0005197525024414062	1405
overflate	0.04917740821838379	1224
papir	0.008395850658416748	1649
rådgiver	0.025367379188537598	1655
side	0.024654090404510498	2000
sky	0.027820229530334473	1148
spill	0.029877007007598877	1585
storby	0.015921354293823242	1221
stryk	0.2778414487838745	857
strøm	0.03189200162887573	1815
særforbund	0.006539106369018555	1028
tape	0.2293027639389038	1650
tavle	0.034456849098205566	997
tendens	0.018337905406951904	2000
terror	0.014550745487213135	1039
test	0.026153981685638428	1220
tjener	0.01922893524169922	1058
utakt	0.02728426456451416	929
vert	0.08461421728134155	1034
vindu	0.00015169382095336914	1332
virkelighet	0.008680939674377441	2000
virus	0.021970391273498535	1035
