Syden	0.03580904006958008	863
bank	0.0011412501335144043	2000
bystyrerepresentant	0.03448969125747681	1020
driftsregnskap	0.029118776321411133	131
fane	0.04268503189086914	264
fjær	0.0605243444442749	1023
innstilling	0.04302370548248291	2000
kanal	0.04310041666030884	1881
kjøpepress	0.011978983879089355	277
kode	0.026759743690490723	1681
kohort	0.020277559757232666	144
kreft	0.009838879108428955	1294
mappe	0.016898512840270996	349
melding	0.017028629779815674	2000
melk	0.0020227432250976562	1362
moment	0.004994213581085205	2000
mus	0.03970801830291748	1039
nett	0.16195887327194214	2000
oppvarming	0.0005894899368286133	1405
overflate	0.04985940456390381	1224
papir	0.009923577308654785	1649
rådgiver	0.040218353271484375	1655
side	0.03179121017456055	2000
sky	0.028133749961853027	1148
spill	0.040963172912597656	1585
storby	0.015063643455505371	1221
stryk	0.33365440368652344	857
strøm	0.03574252128601074	1815
særforbund	0.007382988929748535	1028
tape	0.20763492584228516	1650
tavle	0.037735581398010254	997
tendens	0.014165639877319336	2000
terror	0.01730489730834961	1039
test	0.027851104736328125	1220
tjener	0.013671875	1058
utakt	0.00894153118133545	929
vert	0.08737826347351074	1034
vindu	0.0003046989440917969	1332
virkelighet	0.005318701267242432	2000
virus	0.029715001583099365	1035
