авторитет	0.2906647094451926	2000
амбиция	0.26917528732347995	1178
апостол	0.22903413074737786	2000
благодарность	0.14887464060147773	2000
блин	0.35016531668727935	1554
блондин	0.05643174222853903	521
брат	0.3751928491322339	2000
бригада	0.31764356271738053	2000
веер	0.33622343216896217	994
век	0.3317946730609888	2000
верховье	0.2801464594958829	449
возраст	0.3220215287901936	2000
вызов	0.27541968625624985	2000
головка	0.2546066042812373	2000
грех	0.2941735240561884	2000
дух	0.29920897003691777	2000
дядька	0.31667284058192663	1260
дядя	0.24072312126923995	2000
железо	0.3937393106407604	2000
жесть	0.3283552499756563	247
живот	0.2680434734232967	2000
заблуждение	0.28303441820969877	2000
завод	0.2547580638696104	2000
закладка	0.3112034275461309	785
земля	0.3946582876123688	2000
издательство	0.15802131055835683	1147
итальянец	0.16738765029002264	2000
кабан	0.33355583356743385	597
карман	0.25093197255966787	2000
крушение	0.2646334491130546	1260
крыша	0.30144215996541174	2000
кулиса	0.30440355298156185	19
лечение	0.19352770735106864	2000
линейка	0.3723829549874586	1123
лишение	0.04360334412218765	2000
локоть	0.21981113733509977	2000
лох	0.3248255983753042	639
любовник	0.29178522638986154	2000
любовь	0.14205435217171972	2000
маньяк	0.28589948273785276	739
монстр	0.23795184835083785	960
наволочка	0.2786996653786561	244
название	0.2970610574165578	2000
наложение	0.04625518594086172	1148
облако	0.3129523859298021	2000
обоснование	0.20584976426775253	1203
огонь	0.3750529313234266	2000
памятник	0.3287656814449892	2000
пафос	0.24876183490563739	1493
писк	0.2778715496097961	603
план	0.36556535650405964	2000
поколение	0.2036454479111906	2000
половинка	0.2347556251964232	871
полоса	0.34751575193185785	2000
полость	0.2427237147439989	1506
полукруг	0.17060682780417719	421
помощник	0.20458401239920573	2000
понедельник	0.08420431957003813	2000
поставщик	0.2919097012413003	1237
поэзия	0.3056661727883019	2000
правда	0.3380282064094276	2000
предательство	0.008192407789261879	1417
прецедент	0.15165022702630002	631
пролетарий	0.3075518237175875	137
промышленность	0.14060454542487322	2000
проникновение	0.08865221814042575	1251
прорыв	0.32375972720859814	1154
путь	0.2933126027948679	2000
радикал	0.3430907483895166	921
размышление	0.09860836553249164	2000
ранец	0.31683845703809116	330
расчет	0.3435534195538971	2000
риторика	0.3253224054666634	851
роспись	0.3840220127232343	1198
сверстник	0.07907600310842196	1384
связка	0.36646251658650114	1444
собрат	0.37916409777739585	1033
совершенство	0.26781268239888195	2000
советчик	0.2736330582411971	303
союзник	0.21744289585842788	2000
список	0.3769893943536952	2000
спутник	0.3477594496481973	2000
ссылка	0.3604854120101526	2000
стена	0.38847825805548813	2000
стипендия	0.22251147688813744	832
стол	0.36555628905345605	2000
тачка	0.298556723759436	890
тупик	0.28200536941576515	1381
увольнение	0.17023931697306294	1573
углеводород	0.2638576868767688	754
удобство	0.32372852147328346	2000
уклад	0.25966320632652207	894
университет	0.20018000359578003	2000
установление	0.10727016400349056	2000
фаворит	0.3372192525168699	1051
формат	0.3341957421613373	1150
формула	0.10366226293451254	2000
хозяйка	0.06866590404591734	2000
хор	0.31815920414193266	2000
хрен	0.3193032579381867	1202
цензура	0.006618259943015531	2000
центр	0.30746028592715546	2000
цифра	0.3045198033174704	2000
частица	0.3517619090694428	2000
чек	0.3317121409466522	1060
четверть	0.29656730761402084	2000
штаб	0.24507821750275868	2000
эшелон	0.3098256261062633	1146
юбилей	0.13579555210628835	1952
ядро	0.3225200856566788	2000
ясли	0.3304360751995173	185
